feature,importance,importance_pct
vol_lag1,0.45143073780939735,45.14307378093974
roll_std_20,0.42241956014824644,42.241956014824645
ewm_vol,0.11211511849358116,11.211511849358116
roll_std_30,0.014034583548775079,1.403458354877508
