model,timestamp,best_params,best_iteration,features,train_size,val_size,test_size,train_mae,train_rmse,val_mae,val_rmse,test_mae,test_rmse,test_mae_pct
XGBoost,2025-12-04 20:56:09,"{'subsample': 0.7, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0, 'colsample_bytree': 0.8}",283,"['vol_lag1', 'roll_std_20', 'abs_return_ma5', 'ewm_vol', 'roll_std_30']",921,90,260,0.00020005804682253278,0.000280047445510014,0.00037617687745030007,0.0005170198685938263,0.00021387308803046964,0.00029894389174305264,3.9734262150069486
