Model,MAE,RMSE,MAE_Percentage
Random Forest,0.00020114644780417577,0.0002917468941165833,3.7369852192285844
SVR,0.0002741620001544066,0.000354163012799944,5.093499554357495
XGBoost,0.00021387308803046964,0.00029894389174305264,3.9734262150069486
