model,timestamp,best_params,best_iteration,features,train_size,val_size,test_size,train_mae,train_rmse,val_mae,val_rmse,test_mae,test_rmse,test_mae_pct
XGBoost,2025-12-04 20:50:02,"{'subsample': 0.7, 'n_estimators': 400, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",134,"['vol_lag1', 'roll_std_20', 'abs_return_ma5', 'ewm_vol', 'roll_std_30']",921,90,260,0.00016676748855105628,0.0002385058406256432,0.00018432716911192176,0.00024676247762085506,0.00017820325951911677,0.0002531631761878689,3.755111431585502
