model,timestamp,best_params,features,train_size,val_size,test_size,train_mae,train_rmse,val_mae,val_rmse,test_mae,test_rmse,test_mae_pct
Random Forest,2025-12-04 20:48:46,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_samples': 0.8, 'max_features': 'sqrt', 'max_depth': 10}","['vol_lag1', 'roll_std_20', 'ewm_vol', 'roll_std_30']",921,90,260,0.00014540397466193558,0.0002165039241399595,0.00019549851012554833,0.0002596569510948189,0.0001745530448939427,0.0002546697694960992,3.678193856094908
