model,timestamp,best_params,features,train_size,val_size,test_size,train_mae,train_rmse,val_mae,val_rmse,test_mae,test_rmse,test_mae_pct
SVR,2025-12-04 20:53:45,"{'kernel': 'rbf', 'gamma': np.float64(0.15848931924611143), 'epsilon': np.float64(0.0001), 'C': np.float64(0.02848035868435802)}","['vol_lag1', 'roll_std_20', 'abs_return_ma5', 'ewm_vol', 'roll_std_30']",921,90,260,0.00018961606913386908,0.0002678973597022804,0.0002123497136558523,0.00030063636551533915,0.00020812890999892772,0.0002954246355000494,4.329895640848635
